nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,jahr_letzte_wahl,uebereinstimmung_regierung,interessen
1563,68,weiblich,Hessen,konservativ,AfD,immer,Klima,YouTube,6,True,,0.42,"Essen, Musik, Reisen"
1564,55,männlich,Hessen,zentristisch,Grüne,immer,Gesundheit,FAZ,2,False,2017.0,0.51,"Sport, Reisen, Technologie"
1565,22,weiblich,Hessen,liberal,CDU,gelegentlich,Migration,Spiegel,10,False,2024.0,0.08,"Wirtschaft, Reisen, Klima"
1566,64,männlich,Berlin,konservativ,SPD,immer,Migration,FAZ,5,True,2021.0,0.61,"Technologie, Wirtschaft, Bildung"
1567,37,divers,Hessen,konservativ,Grüne,immer,Bildung,FAZ,5,True,2021.0,0.87,"Wirtschaft, Klima, Sport"
1568,74,divers,Sachsen,konservativ,Die Linke,immer,Sicherheit,Tagesschau,8,True,2024.0,0.45,"Politik, Reisen, Bildung"
1569,68,divers,Sachsen,konservativ,FDP,gelegentlich,Migration,Facebook-Gruppen,0,True,2017.0,0.91,"Musik, Essen, Klima"
1570,46,weiblich,Hessen,liberal,CDU,immer,Bildung,Telegram,10,True,2017.0,0.71,"Sport, Essen, Politik"
1571,71,männlich,Bayern,konservativ,Die Linke,gelegentlich,Migration,Spiegel,5,True,2021.0,0.43,"Essen, Reisen, Bildung"
1572,48,männlich,Bayern,zentristisch,FDP,gelegentlich,Bildung,YouTube,1,True,2024.0,0.53,"Technologie, Essen, Reisen"
1573,27,weiblich,Bayern,zentristisch,AfD,nie,Bildung,Telegram,2,False,2024.0,0.16,"Klima, Essen, Bildung"
1574,41,divers,Sachsen,zentristisch,CDU,gelegentlich,Migration,TikTok,5,False,2017.0,0.42,"Wirtschaft, Reisen, Musik"
1575,42,divers,Berlin,liberal,CDU,immer,Gesundheit,FAZ,2,True,2024.0,0.82,"Sport, Essen, Bildung"
1576,57,divers,Berlin,liberal,Grüne,immer,Bildung,Facebook-Gruppen,8,True,,0.47,"Politik, Sport, Technologie"
1577,62,weiblich,Sachsen,liberal,SPD,immer,Gesundheit,Facebook-Gruppen,2,True,,0.36,"Wirtschaft, Sport, Musik"
1578,71,männlich,Bayern,konservativ,CDU,gelegentlich,Bildung,Spiegel,10,False,2017.0,0.99,"Reisen, Essen, Wirtschaft"
1579,64,weiblich,Hamburg,progressiv,AfD,immer,Klima,Tagesschau,7,True,,0.81,"Politik, Sport, Wirtschaft"
1580,61,divers,Hamburg,progressiv,Grüne,gelegentlich,Klima,YouTube,0,True,2024.0,0.29,"Bildung, Wirtschaft, Klima"
1581,50,weiblich,Hessen,konservativ,FDP,nie,Sicherheit,YouTube,9,True,2017.0,0.77,"Politik, Bildung, Klima"
1582,58,männlich,Bayern,liberal,Grüne,gelegentlich,Sicherheit,Spiegel,2,True,2021.0,0.4,"Bildung, Wirtschaft, Politik"
1583,48,weiblich,Hessen,progressiv,FDP,immer,Sicherheit,YouTube,7,False,2024.0,0.53,"Klima, Politik, Wirtschaft"
1584,67,weiblich,Hessen,liberal,SPD,immer,Gesundheit,YouTube,2,False,2017.0,0.73,"Sport, Essen, Technologie"
1585,18,weiblich,Sachsen,zentristisch,SPD,immer,Sicherheit,FAZ,4,False,2024.0,0.11,"Technologie, Klima, Politik"
1586,74,divers,Berlin,konservativ,CDU,immer,Klima,Tagesschau,0,False,2021.0,0.32,"Politik, Essen, Bildung"
1587,73,divers,Sachsen,liberal,SPD,nie,Klima,YouTube,4,False,2024.0,0.3,"Bildung, Reisen, Wirtschaft"
1588,20,divers,Sachsen,zentristisch,AfD,nie,Gesundheit,Telegram,10,False,2024.0,0.95,"Politik, Sport, Essen"
1589,28,divers,Hessen,liberal,FDP,gelegentlich,Bildung,FAZ,2,True,2024.0,0.15,"Sport, Essen, Technologie"
1590,21,weiblich,Berlin,progressiv,AfD,immer,Bildung,Tagesschau,1,True,2017.0,0.94,"Essen, Politik, Technologie"
1591,55,divers,Sachsen,liberal,AfD,immer,Gesundheit,TikTok,5,True,,0.78,"Bildung, Musik, Klima"
1592,73,divers,Berlin,progressiv,FDP,immer,Gesundheit,FAZ,0,False,2021.0,0.16,"Klima, Bildung, Essen"
1593,18,weiblich,NRW,progressiv,AfD,immer,Klima,TikTok,2,False,2021.0,0.95,"Technologie, Politik, Bildung"
1594,58,divers,Sachsen,konservativ,AfD,gelegentlich,Klima,TikTok,0,True,2021.0,0.73,"Musik, Reisen, Bildung"
1595,63,divers,Hamburg,progressiv,AfD,gelegentlich,Klima,Telegram,9,True,2021.0,0.79,"Klima, Sport, Reisen"
1596,30,weiblich,Hessen,zentristisch,AfD,gelegentlich,Migration,Tagesschau,3,False,2021.0,0.75,"Musik, Reisen, Sport"
1597,71,männlich,Sachsen,progressiv,CDU,immer,Bildung,Facebook-Gruppen,8,False,2024.0,0.1,"Reisen, Wirtschaft, Essen"
1598,69,divers,Berlin,konservativ,SPD,immer,Gesundheit,Tagesschau,1,True,2021.0,0.09,"Politik, Bildung, Technologie"
1599,39,divers,Hamburg,progressiv,FDP,immer,Migration,Tagesschau,9,True,,0.56,"Sport, Reisen, Technologie"
1600,22,divers,NRW,liberal,Grüne,immer,Steuern,Telegram,9,False,2017.0,0.18,"Musik, Sport, Wirtschaft"
1601,25,divers,NRW,zentristisch,SPD,gelegentlich,Sicherheit,Tagesschau,0,True,2021.0,0.82,"Bildung, Wirtschaft, Reisen"
1602,72,weiblich,Hessen,zentristisch,CDU,gelegentlich,Klima,Telegram,7,False,2021.0,0.13,"Musik, Bildung, Technologie"
1603,72,weiblich,Sachsen,konservativ,Grüne,immer,Klima,FAZ,8,True,,0.66,"Reisen, Essen, Bildung"
1604,39,divers,Hessen,liberal,Grüne,immer,Steuern,Facebook-Gruppen,6,True,2024.0,0.69,"Sport, Technologie, Wirtschaft"
1605,66,weiblich,Berlin,konservativ,SPD,nie,Klima,Spiegel,6,True,2024.0,0.14,"Essen, Reisen, Musik"
1606,69,weiblich,Berlin,progressiv,Die Linke,gelegentlich,Steuern,Telegram,1,True,2024.0,0.87,"Essen, Sport, Wirtschaft"
1607,43,weiblich,Hessen,zentristisch,SPD,immer,Bildung,Tagesschau,10,False,2017.0,0.15,"Wirtschaft, Sport, Klima"
1608,69,divers,Sachsen,konservativ,AfD,gelegentlich,Gesundheit,Telegram,3,False,2024.0,0.82,"Sport, Politik, Bildung"
1609,37,divers,NRW,zentristisch,CDU,gelegentlich,Sicherheit,YouTube,4,True,2024.0,0.79,"Sport, Technologie, Politik"
1610,27,weiblich,NRW,konservativ,SPD,immer,Klima,FAZ,10,True,,0.39,"Reisen, Technologie, Politik"
1611,71,divers,Hessen,progressiv,CDU,gelegentlich,Steuern,TikTok,1,True,2021.0,0.78,"Wirtschaft, Technologie, Bildung"
1612,56,divers,Berlin,zentristisch,Grüne,gelegentlich,Bildung,TikTok,6,True,2017.0,0.61,"Essen, Sport, Politik"
1613,18,weiblich,Hamburg,progressiv,Grüne,immer,Klima,FAZ,8,False,2024.0,0.25,"Bildung, Musik, Politik"
1614,75,männlich,Berlin,liberal,Die Linke,immer,Sicherheit,FAZ,0,True,2021.0,0.22,"Essen, Sport, Klima"
1615,22,divers,Hessen,zentristisch,SPD,immer,Sicherheit,Spiegel,6,False,2017.0,0.2,"Klima, Essen, Musik"
1616,68,männlich,Berlin,liberal,AfD,immer,Sicherheit,Telegram,4,True,2021.0,0.17,"Politik, Technologie, Reisen"
1617,23,divers,Sachsen,zentristisch,Die Linke,immer,Gesundheit,Tagesschau,10,True,2021.0,0.43,"Musik, Reisen, Bildung"
1618,31,divers,Berlin,zentristisch,Die Linke,immer,Sicherheit,Spiegel,2,False,2021.0,0.17,"Politik, Sport, Wirtschaft"
1619,49,weiblich,Bayern,zentristisch,AfD,nie,Bildung,Facebook-Gruppen,2,True,2024.0,0.07,"Essen, Technologie, Sport"
1620,61,divers,Sachsen,progressiv,Grüne,immer,Sicherheit,Facebook-Gruppen,5,False,2021.0,0.08,"Bildung, Sport, Reisen"
1621,70,weiblich,NRW,liberal,FDP,immer,Bildung,TikTok,2,False,,0.59,"Klima, Essen, Bildung"
1622,68,männlich,NRW,progressiv,AfD,gelegentlich,Gesundheit,YouTube,3,True,,0.67,"Technologie, Musik, Wirtschaft"
1623,22,weiblich,Hamburg,progressiv,Grüne,gelegentlich,Klima,FAZ,4,True,,0.96,"Wirtschaft, Bildung, Musik"
1624,69,weiblich,Bayern,zentristisch,CDU,nie,Migration,FAZ,10,False,2021.0,0.34,"Sport, Technologie, Musik"
1625,65,divers,Berlin,konservativ,SPD,immer,Migration,Telegram,2,False,2024.0,0.14,"Reisen, Technologie, Essen"
1626,66,weiblich,Hessen,liberal,SPD,immer,Steuern,TikTok,2,False,2017.0,0.85,"Sport, Klima, Bildung"
1627,71,männlich,Sachsen,konservativ,AfD,nie,Migration,Telegram,8,False,2021.0,0.04,"Wirtschaft, Sport, Reisen"
1628,35,divers,NRW,konservativ,FDP,immer,Steuern,TikTok,1,True,2021.0,0.47,"Reisen, Sport, Bildung"
1629,75,weiblich,Bayern,konservativ,CDU,immer,Gesundheit,YouTube,5,True,2024.0,0.21,"Technologie, Musik, Wirtschaft"
1630,69,divers,Bayern,zentristisch,Grüne,gelegentlich,Bildung,FAZ,8,True,2024.0,0.09,"Reisen, Technologie, Essen"
1631,51,weiblich,NRW,konservativ,AfD,immer,Bildung,Spiegel,2,True,2021.0,0.59,"Reisen, Essen, Sport"
1632,73,weiblich,Hessen,zentristisch,Grüne,immer,Sicherheit,Facebook-Gruppen,8,False,,0.57,"Klima, Sport, Musik"
1633,66,divers,Berlin,zentristisch,SPD,immer,Klima,Facebook-Gruppen,3,False,,0.63,"Reisen, Sport, Musik"
1634,21,weiblich,Berlin,konservativ,Grüne,immer,Sicherheit,TikTok,7,False,2021.0,0.69,"Musik, Technologie, Politik"
1635,50,männlich,Berlin,zentristisch,FDP,immer,Bildung,Facebook-Gruppen,10,True,,0.79,"Reisen, Bildung, Politik"
1636,61,männlich,Berlin,konservativ,Die Linke,immer,Sicherheit,Spiegel,2,False,2024.0,0.54,"Wirtschaft, Bildung, Klima"
1637,48,weiblich,Sachsen,zentristisch,CDU,immer,Sicherheit,Telegram,4,False,2017.0,0.29,"Essen, Sport, Musik"
1638,38,divers,Hamburg,konservativ,Die Linke,nie,Migration,YouTube,10,False,2021.0,0.16,"Musik, Bildung, Technologie"
1639,34,weiblich,Sachsen,konservativ,SPD,gelegentlich,Sicherheit,Telegram,4,True,2021.0,0.72,"Bildung, Musik, Klima"
1640,48,männlich,NRW,zentristisch,FDP,gelegentlich,Migration,TikTok,9,True,2017.0,0.86,"Reisen, Klima, Bildung"
1641,52,weiblich,Berlin,zentristisch,AfD,gelegentlich,Migration,Telegram,6,False,2024.0,0.93,"Wirtschaft, Klima, Reisen"
1642,65,männlich,Berlin,konservativ,SPD,immer,Migration,Telegram,5,True,2017.0,0.28,"Technologie, Reisen, Wirtschaft"
1643,34,divers,Bayern,konservativ,Die Linke,immer,Migration,YouTube,8,False,2021.0,0.89,"Bildung, Musik, Essen"
1644,33,divers,Bayern,zentristisch,Die Linke,immer,Steuern,Telegram,8,True,2021.0,0.17,"Technologie, Musik, Klima"
1645,18,divers,Sachsen,zentristisch,AfD,immer,Bildung,Tagesschau,3,False,2024.0,0.54,"Reisen, Technologie, Bildung"
1646,61,weiblich,Sachsen,liberal,AfD,immer,Klima,YouTube,1,False,,0.65,"Essen, Sport, Bildung"
1647,63,weiblich,Bayern,liberal,SPD,immer,Migration,Facebook-Gruppen,1,True,2017.0,0.06,"Politik, Klima, Sport"
1648,40,divers,Bayern,liberal,FDP,immer,Bildung,Tagesschau,6,True,2021.0,0.48,"Klima, Sport, Reisen"
1649,21,divers,Bayern,zentristisch,FDP,immer,Gesundheit,FAZ,0,True,,0.84,"Musik, Bildung, Technologie"
1650,37,männlich,Bayern,liberal,Die Linke,nie,Sicherheit,FAZ,1,True,2017.0,0.87,"Bildung, Musik, Sport"
1651,50,divers,Sachsen,liberal,Die Linke,immer,Bildung,FAZ,5,False,2024.0,0.11,"Klima, Technologie, Musik"
1652,21,männlich,Bayern,liberal,CDU,gelegentlich,Sicherheit,Facebook-Gruppen,6,False,2024.0,0.41,"Politik, Musik, Wirtschaft"
1653,45,divers,Sachsen,progressiv,Die Linke,gelegentlich,Sicherheit,FAZ,2,True,2024.0,0.69,"Essen, Musik, Reisen"
1654,60,divers,Bayern,konservativ,Grüne,nie,Migration,YouTube,7,False,2024.0,0.92,"Politik, Technologie, Essen"
1655,59,weiblich,Hessen,progressiv,FDP,gelegentlich,Klima,TikTok,2,False,,0.17,"Musik, Bildung, Technologie"
1656,59,weiblich,Hamburg,liberal,SPD,gelegentlich,Sicherheit,Telegram,1,True,2017.0,0.9,"Technologie, Essen, Bildung"
1657,18,männlich,Bayern,zentristisch,Die Linke,immer,Gesundheit,Tagesschau,2,False,,0.19,"Klima, Bildung, Reisen"
1658,53,männlich,Sachsen,konservativ,AfD,immer,Steuern,Spiegel,5,True,2017.0,0.88,"Sport, Politik, Musik"
1659,38,männlich,Hessen,konservativ,Grüne,immer,Steuern,YouTube,6,True,2021.0,0.49,"Klima, Reisen, Bildung"
1660,51,weiblich,Hamburg,konservativ,AfD,immer,Bildung,Telegram,10,False,2017.0,0.74,"Essen, Wirtschaft, Technologie"
1661,28,männlich,Sachsen,liberal,AfD,immer,Bildung,FAZ,8,False,2017.0,0.52,"Essen, Musik, Wirtschaft"
1662,60,weiblich,NRW,zentristisch,AfD,gelegentlich,Gesundheit,Tagesschau,8,True,2024.0,0.07,"Klima, Technologie, Wirtschaft"
1663,72,divers,Sachsen,zentristisch,Die Linke,immer,Gesundheit,Facebook-Gruppen,2,False,2024.0,0.37,"Sport, Wirtschaft, Klima"
1664,36,männlich,Hessen,liberal,AfD,gelegentlich,Steuern,FAZ,10,True,,0.93,"Bildung, Musik, Sport"
1665,69,männlich,Hessen,progressiv,CDU,immer,Migration,TikTok,6,True,2024.0,0.4,"Sport, Wirtschaft, Klima"
1666,31,divers,Hamburg,liberal,Grüne,immer,Gesundheit,Facebook-Gruppen,6,True,,0.32,"Musik, Sport, Politik"
1667,49,weiblich,Hamburg,konservativ,Grüne,immer,Gesundheit,FAZ,0,False,2021.0,0.56,"Technologie, Bildung, Essen"
1668,50,männlich,Hessen,zentristisch,Grüne,immer,Steuern,Spiegel,6,True,2021.0,0.31,"Politik, Sport, Wirtschaft"
1669,59,weiblich,Bayern,zentristisch,AfD,immer,Klima,YouTube,5,True,2021.0,0.57,"Reisen, Wirtschaft, Klima"
1670,48,männlich,Bayern,konservativ,CDU,gelegentlich,Gesundheit,Spiegel,8,False,,0.76,"Klima, Wirtschaft, Musik"
1671,57,männlich,NRW,zentristisch,Die Linke,immer,Bildung,TikTok,5,False,2017.0,0.28,"Sport, Klima, Bildung"
1672,18,männlich,Berlin,progressiv,SPD,immer,Sicherheit,Spiegel,6,True,2024.0,0.41,"Essen, Wirtschaft, Musik"
1673,18,männlich,Bayern,konservativ,CDU,immer,Gesundheit,Facebook-Gruppen,3,False,2024.0,0.78,"Bildung, Sport, Musik"
1674,56,divers,Hamburg,zentristisch,CDU,immer,Bildung,Facebook-Gruppen,7,True,2017.0,0.6,"Sport, Bildung, Technologie"
1675,69,divers,Bayern,progressiv,FDP,immer,Sicherheit,TikTok,7,True,2024.0,0.29,"Musik, Essen, Reisen"
1676,39,männlich,Berlin,konservativ,Grüne,gelegentlich,Sicherheit,Facebook-Gruppen,4,True,2024.0,0.34,"Reisen, Essen, Musik"
1677,50,männlich,Bayern,konservativ,AfD,immer,Bildung,Spiegel,9,True,2021.0,0.19,"Sport, Reisen, Technologie"
1678,46,weiblich,Bayern,liberal,FDP,gelegentlich,Sicherheit,YouTube,8,True,,0.9,"Politik, Reisen, Bildung"
1679,55,divers,NRW,progressiv,Die Linke,nie,Sicherheit,Facebook-Gruppen,7,False,,0.02,"Wirtschaft, Reisen, Politik"
1680,33,weiblich,Sachsen,progressiv,FDP,immer,Gesundheit,YouTube,2,False,2024.0,0.58,"Bildung, Wirtschaft, Reisen"
1681,54,weiblich,NRW,liberal,Die Linke,nie,Gesundheit,Tagesschau,5,True,2024.0,0.54,"Klima, Technologie, Essen"
1682,35,weiblich,NRW,progressiv,Die Linke,immer,Migration,Tagesschau,6,True,2024.0,0.92,"Essen, Musik, Wirtschaft"
1683,25,männlich,NRW,liberal,FDP,gelegentlich,Bildung,Facebook-Gruppen,7,True,2024.0,0.16,"Klima, Sport, Politik"
1684,59,divers,Hessen,zentristisch,AfD,gelegentlich,Migration,FAZ,0,True,2017.0,0.71,"Wirtschaft, Klima, Sport"
1685,41,männlich,Hessen,liberal,Grüne,gelegentlich,Sicherheit,Facebook-Gruppen,10,False,,0.66,"Bildung, Musik, Klima"
1686,32,divers,Sachsen,liberal,Grüne,immer,Bildung,Facebook-Gruppen,7,False,2024.0,0.97,"Klima, Musik, Reisen"
1687,37,männlich,NRW,zentristisch,SPD,immer,Klima,Tagesschau,9,True,,0.96,"Musik, Sport, Reisen"
1688,61,weiblich,Hessen,liberal,SPD,immer,Steuern,YouTube,2,True,,0.32,"Technologie, Bildung, Musik"
1689,25,männlich,Berlin,liberal,SPD,immer,Steuern,Facebook-Gruppen,1,True,2024.0,0.3,"Bildung, Musik, Wirtschaft"
1690,27,männlich,Hamburg,liberal,FDP,gelegentlich,Bildung,FAZ,3,False,2017.0,0.28,"Politik, Wirtschaft, Technologie"
1691,60,männlich,NRW,zentristisch,Grüne,gelegentlich,Gesundheit,TikTok,10,False,,0.09,"Essen, Klima, Wirtschaft"
1692,25,divers,NRW,liberal,CDU,immer,Migration,Spiegel,3,False,2017.0,0.13,"Politik, Bildung, Technologie"
1693,21,weiblich,Berlin,progressiv,SPD,immer,Sicherheit,YouTube,3,True,,0.19,"Musik, Technologie, Reisen"
1694,27,weiblich,Bayern,progressiv,Die Linke,immer,Klima,FAZ,3,False,2017.0,0.2,"Technologie, Reisen, Essen"
1695,28,weiblich,Hamburg,progressiv,SPD,gelegentlich,Gesundheit,Telegram,3,False,2021.0,0.15,"Sport, Bildung, Technologie"
1696,35,männlich,Sachsen,zentristisch,AfD,immer,Bildung,FAZ,8,True,2021.0,0.2,"Essen, Bildung, Politik"
1697,67,divers,Hamburg,zentristisch,CDU,immer,Bildung,Spiegel,0,True,2021.0,0.14,"Sport, Technologie, Bildung"
1698,47,männlich,Bayern,liberal,AfD,immer,Migration,Tagesschau,10,False,2021.0,0.21,"Bildung, Sport, Klima"
1699,19,weiblich,Hamburg,konservativ,AfD,gelegentlich,Sicherheit,Telegram,3,False,2024.0,0.18,"Wirtschaft, Bildung, Reisen"
1700,51,weiblich,Berlin,liberal,CDU,nie,Migration,Facebook-Gruppen,4,False,2024.0,0.26,"Essen, Bildung, Reisen"
1701,64,männlich,Berlin,konservativ,SPD,gelegentlich,Bildung,YouTube,0,True,2017.0,0.48,"Klima, Essen, Politik"
1702,58,weiblich,Hessen,konservativ,FDP,immer,Steuern,Telegram,3,False,2017.0,0.21,"Reisen, Essen, Sport"
1703,42,divers,Berlin,progressiv,FDP,gelegentlich,Klima,Facebook-Gruppen,8,True,2024.0,0.91,"Wirtschaft, Klima, Reisen"
1704,57,weiblich,Sachsen,konservativ,SPD,gelegentlich,Migration,TikTok,0,True,2021.0,0.14,"Sport, Wirtschaft, Technologie"
1705,71,divers,Hessen,zentristisch,FDP,immer,Migration,FAZ,4,False,,0.3,"Technologie, Politik, Reisen"
1706,63,divers,NRW,liberal,CDU,nie,Klima,TikTok,3,False,2017.0,0.17,"Bildung, Klima, Technologie"
1707,35,männlich,Sachsen,zentristisch,FDP,gelegentlich,Migration,FAZ,10,True,2024.0,0.36,"Bildung, Politik, Reisen"
1708,70,weiblich,Hessen,progressiv,Die Linke,nie,Sicherheit,Facebook-Gruppen,0,True,2021.0,0.57,"Bildung, Sport, Klima"
1709,48,divers,Hamburg,konservativ,CDU,immer,Gesundheit,FAZ,6,False,2021.0,0.28,"Wirtschaft, Reisen, Politik"
1710,22,divers,Hessen,zentristisch,FDP,nie,Migration,TikTok,8,False,,0.93,"Essen, Klima, Reisen"
1711,75,divers,Sachsen,liberal,FDP,immer,Steuern,TikTok,6,True,2024.0,0.21,"Politik, Musik, Technologie"
1712,41,divers,Hessen,progressiv,CDU,nie,Steuern,YouTube,6,True,2024.0,0.01,"Technologie, Politik, Reisen"
1713,19,divers,NRW,konservativ,Grüne,immer,Sicherheit,Facebook-Gruppen,10,True,2017.0,0.8,"Sport, Technologie, Bildung"
1714,62,divers,Hamburg,konservativ,Grüne,immer,Migration,Telegram,8,False,2017.0,0.41,"Sport, Klima, Essen"
1715,26,männlich,NRW,progressiv,FDP,gelegentlich,Klima,Spiegel,7,False,2017.0,0.2,"Musik, Bildung, Klima"
1716,63,männlich,NRW,konservativ,FDP,nie,Bildung,YouTube,10,True,2024.0,0.02,"Klima, Wirtschaft, Musik"
1717,37,männlich,Bayern,konservativ,Grüne,immer,Gesundheit,Facebook-Gruppen,6,True,,0.62,"Technologie, Essen, Klima"
1718,73,männlich,Berlin,liberal,AfD,nie,Klima,Tagesschau,10,False,2021.0,0.74,"Essen, Politik, Musik"
1719,54,männlich,Sachsen,konservativ,SPD,nie,Bildung,TikTok,9,True,,0.53,"Politik, Reisen, Bildung"
1720,67,weiblich,Berlin,konservativ,SPD,gelegentlich,Klima,TikTok,7,False,2017.0,0.15,"Musik, Reisen, Klima"
1721,54,divers,Sachsen,konservativ,SPD,immer,Steuern,Tagesschau,8,False,2017.0,0.14,"Bildung, Klima, Wirtschaft"
1722,24,weiblich,Sachsen,zentristisch,AfD,immer,Klima,Telegram,0,False,2021.0,0.32,"Technologie, Reisen, Wirtschaft"
1723,68,männlich,Sachsen,zentristisch,Die Linke,gelegentlich,Migration,Facebook-Gruppen,8,False,2017.0,0.48,"Politik, Bildung, Essen"
1724,54,männlich,Sachsen,konservativ,Grüne,gelegentlich,Klima,Telegram,2,True,2021.0,0.75,"Reisen, Politik, Wirtschaft"
1725,18,divers,Hessen,progressiv,AfD,immer,Klima,TikTok,2,False,2017.0,0.22,"Reisen, Bildung, Musik"
1726,45,divers,NRW,konservativ,SPD,gelegentlich,Migration,Tagesschau,1,True,2024.0,0.58,"Klima, Technologie, Wirtschaft"
1727,47,männlich,Hessen,liberal,SPD,immer,Migration,Facebook-Gruppen,9,True,2024.0,0.05,"Wirtschaft, Bildung, Politik"
1728,19,weiblich,Bayern,zentristisch,Die Linke,immer,Klima,FAZ,2,True,2017.0,0.46,"Sport, Wirtschaft, Essen"
1729,48,weiblich,Sachsen,liberal,Grüne,immer,Steuern,FAZ,1,True,2017.0,0.24,"Politik, Reisen, Klima"
1730,63,weiblich,Sachsen,liberal,SPD,gelegentlich,Migration,YouTube,8,True,2024.0,0.29,"Technologie, Bildung, Reisen"
1731,42,weiblich,Bayern,konservativ,Die Linke,immer,Klima,YouTube,2,True,,0.02,"Politik, Reisen, Essen"
1732,34,divers,Berlin,liberal,AfD,immer,Gesundheit,Facebook-Gruppen,8,False,2024.0,0.24,"Sport, Politik, Technologie"
1733,44,männlich,NRW,konservativ,CDU,gelegentlich,Klima,FAZ,9,False,2017.0,0.35,"Politik, Sport, Klima"
1734,62,weiblich,Sachsen,progressiv,AfD,gelegentlich,Migration,Tagesschau,5,True,2021.0,0.94,"Sport, Bildung, Technologie"
1735,41,weiblich,Hamburg,liberal,CDU,immer,Steuern,Facebook-Gruppen,0,False,2024.0,0.53,"Musik, Politik, Technologie"
1736,74,divers,Bayern,zentristisch,FDP,gelegentlich,Steuern,TikTok,4,True,2017.0,0.2,"Sport, Musik, Politik"
1737,46,divers,Sachsen,zentristisch,Die Linke,nie,Klima,Telegram,4,True,2017.0,0.67,"Sport, Technologie, Klima"
1738,70,divers,Hamburg,konservativ,FDP,gelegentlich,Klima,Tagesschau,2,False,2021.0,0.83,"Sport, Politik, Reisen"
1739,58,männlich,Berlin,liberal,CDU,gelegentlich,Bildung,TikTok,5,True,2024.0,0.89,"Politik, Essen, Reisen"
1740,48,divers,Hessen,konservativ,FDP,gelegentlich,Migration,Spiegel,3,True,2021.0,0.84,"Reisen, Musik, Politik"
1741,48,weiblich,NRW,zentristisch,CDU,immer,Klima,Spiegel,7,True,2021.0,0.59,"Sport, Politik, Wirtschaft"
1742,35,weiblich,Sachsen,zentristisch,FDP,immer,Gesundheit,FAZ,10,False,2024.0,0.07,"Technologie, Bildung, Wirtschaft"
1743,38,divers,NRW,liberal,FDP,nie,Klima,FAZ,9,False,2017.0,0.24,"Technologie, Wirtschaft, Musik"
1744,71,weiblich,NRW,zentristisch,Grüne,immer,Migration,Facebook-Gruppen,4,False,2024.0,0.72,"Essen, Wirtschaft, Reisen"
1745,56,weiblich,Hessen,progressiv,SPD,immer,Gesundheit,Spiegel,5,False,2024.0,0.86,"Klima, Bildung, Essen"
1746,54,divers,Bayern,liberal,Die Linke,gelegentlich,Steuern,YouTube,2,False,,0.85,"Essen, Musik, Bildung"
1747,22,männlich,Hamburg,progressiv,FDP,gelegentlich,Klima,Telegram,10,False,,0.91,"Bildung, Reisen, Sport"
1748,70,weiblich,Bayern,progressiv,AfD,immer,Sicherheit,Spiegel,1,True,2021.0,0.39,"Essen, Sport, Klima"
1749,68,weiblich,Hamburg,konservativ,Die Linke,nie,Migration,FAZ,10,True,2017.0,0.52,"Sport, Reisen, Technologie"
1750,51,divers,NRW,konservativ,Die Linke,gelegentlich,Gesundheit,Tagesschau,9,True,2017.0,0.98,"Klima, Musik, Reisen"
1751,38,weiblich,Berlin,zentristisch,CDU,gelegentlich,Bildung,Facebook-Gruppen,4,True,2024.0,0.64,"Politik, Essen, Musik"
1752,61,männlich,Hessen,liberal,CDU,gelegentlich,Steuern,Tagesschau,10,True,,0.99,"Klima, Bildung, Sport"
1753,59,männlich,NRW,progressiv,CDU,immer,Gesundheit,Telegram,5,False,2017.0,0.82,"Technologie, Sport, Reisen"
1754,39,männlich,Bayern,zentristisch,Die Linke,immer,Klima,TikTok,9,True,2021.0,0.09,"Technologie, Wirtschaft, Politik"
1755,29,männlich,Hamburg,zentristisch,Grüne,immer,Gesundheit,Spiegel,2,False,,0.91,"Technologie, Sport, Essen"
1756,62,weiblich,Hamburg,liberal,FDP,immer,Bildung,Telegram,0,False,2021.0,0.35,"Technologie, Sport, Politik"
1757,33,männlich,Hessen,konservativ,AfD,immer,Migration,Facebook-Gruppen,9,True,2021.0,0.63,"Sport, Essen, Wirtschaft"
1758,51,männlich,NRW,konservativ,FDP,immer,Bildung,Tagesschau,2,False,2021.0,0.29,"Politik, Bildung, Sport"
1759,44,männlich,Bayern,progressiv,CDU,immer,Steuern,Spiegel,7,False,2021.0,0.29,"Klima, Musik, Politik"
1760,69,weiblich,Berlin,konservativ,SPD,gelegentlich,Sicherheit,TikTok,5,True,2017.0,0.39,"Technologie, Wirtschaft, Politik"
1761,65,weiblich,NRW,konservativ,Grüne,immer,Gesundheit,Tagesschau,7,True,2024.0,0.18,"Wirtschaft, Reisen, Musik"
1762,59,männlich,Bayern,konservativ,AfD,gelegentlich,Sicherheit,FAZ,3,True,2017.0,0.29,"Klima, Politik, Essen"
1763,38,divers,Hessen,konservativ,SPD,gelegentlich,Sicherheit,Spiegel,7,True,2024.0,0.51,"Sport, Politik, Musik"
1764,74,männlich,Sachsen,zentristisch,CDU,immer,Klima,Telegram,1,False,2024.0,0.1,"Wirtschaft, Technologie, Essen"
1765,74,divers,Hessen,zentristisch,CDU,gelegentlich,Migration,Spiegel,1,False,2024.0,0.19,"Klima, Sport, Reisen"
