nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,uebereinstimmung_regierung,interessen,gewaehlte_partei_neu
1528,33,weiblich,Hessen,konservativ,,nie,Sicherheit,Tagesschau,9,True,0.25,"Musik, Klima, Essen",CDU
1529,69,männlich,NRW,konservativ,,nie,Gesundheit,YouTube,4,True,0.83,"Essen, Reisen, Klima",FDP
1530,28,weiblich,NRW,konservativ,,nie,Klima,Telegram,0,True,0.02,"Wirtschaft, Musik, Essen",AfD
1531,44,weiblich,Hessen,progressiv,AfD,immer,Klima,Tagesschau,3,False,0.72,"Technologie, Klima, Reisen",Grüne
1532,56,weiblich,Sachsen,konservativ,,nie,Migration,Telegram,1,True,0.7,"Sport, Technologie, Bildung",AfD
1533,60,weiblich,Hessen,zentristisch,Grüne,gelegentlich,Bildung,Facebook-Gruppen,7,True,0.73,"Reisen, Klima, Sport",CDU
1534,19,männlich,Hamburg,progressiv,CDU,immer,Sicherheit,Tagesschau,3,False,1.0,"Reisen, Politik, Klima",SPD
1535,32,weiblich,Hamburg,zentristisch,,nie,Klima,YouTube,7,True,0.77,"Musik, Technologie, Reisen",SPD
1536,61,weiblich,Berlin,zentristisch,CSU,immer,Sicherheit,YouTube,9,True,0.05,"Technologie, Musik, Wirtschaft",SPD
1537,18,weiblich,Hessen,liberal,FDP,gelegentlich,Klima,TikTok,0,True,0.9,"Technologie, Sport, Klima",Grüne
1538,20,männlich,Hamburg,liberal,,nie,Migration,YouTube,6,False,0.57,"Essen, Technologie, Politik",SPD
1539,32,weiblich,Hessen,konservativ,AfD,gelegentlich,Bildung,Tagesschau,7,True,0.74,"Klima, Bildung, Wirtschaft",AfD
1540,43,weiblich,Hessen,liberal,Grüne,gelegentlich,Steuern,FAZ,10,True,0.37,"Wirtschaft, Essen, Sport",Grüne
1541,27,weiblich,Hamburg,liberal,,nie,Steuern,FAZ,3,True,0.43,"Sport, Essen, Wirtschaft",SPD
1542,59,männlich,Sachsen,liberal,AfD,immer,Migration,Telegram,4,False,0.47,"Technologie, Essen, Bildung",SPD
1543,43,weiblich,Bayern,zentristisch,AfD,immer,Bildung,FAZ,10,False,0.44,"Sport, Klima, Technologie",SPD
1544,44,männlich,NRW,konservativ,CDU,immer,Sicherheit,Tagesschau,10,True,0.97,"Politik, Reisen, Sport",CDU
1545,24,männlich,Sachsen,zentristisch,,nie,Sicherheit,Telegram,6,True,0.57,"Wirtschaft, Essen, Klima",FDP
1546,62,männlich,Hessen,konservativ,SPD,gelegentlich,Gesundheit,Telegram,0,True,0.09,"Technologie, Sport, Politik",FDP
1547,39,weiblich,Sachsen,konservativ,CSU,gelegentlich,Steuern,YouTube,1,False,0.83,"Bildung, Politik, Essen",AfD
1548,25,männlich,Hessen,konservativ,,nie,Bildung,FAZ,10,False,0.79,"Bildung, Reisen, Essen",AfD
1549,61,weiblich,Bayern,liberal,Grüne,immer,Klima,Facebook-Gruppen,0,True,0.24,"Technologie, Bildung, Klima",FDP
1550,20,männlich,Hamburg,liberal,,nie,Bildung,Spiegel,5,False,0.08,"Klima, Sport, Essen",SPD
1551,18,weiblich,Sachsen,konservativ,FDP,immer,Sicherheit,YouTube,4,True,0.19,"Sport, Politik, Wirtschaft",FDP
1552,70,männlich,NRW,liberal,,nie,Migration,Telegram,6,True,0.33,"Reisen, Technologie, Sport",Grüne
1553,25,weiblich,Sachsen,zentristisch,FDP,gelegentlich,Migration,Telegram,5,True,0.85,"Musik, Politik, Essen",CDU
1554,64,männlich,Hamburg,zentristisch,,nie,Sicherheit,Tagesschau,8,False,0.22,"Wirtschaft, Klima, Reisen",CDU
1555,53,weiblich,Hamburg,liberal,,nie,Gesundheit,Facebook-Gruppen,0,True,0.96,"Sport, Politik, Musik",FDP
1556,53,weiblich,NRW,konservativ,CDU,gelegentlich,Klima,Telegram,8,True,0.81,"Bildung, Technologie, Essen",CDU
1557,42,männlich,Hessen,liberal,SPD,immer,Migration,Telegram,0,False,0.1,"Musik, Reisen, Wirtschaft",FDP
1558,25,weiblich,Bayern,progressiv,SPD,immer,Bildung,Spiegel,0,True,0.29,"Musik, Klima, Sport",Grüne
1559,43,männlich,Hamburg,konservativ,SPD,immer,Steuern,Telegram,6,True,0.33,"Essen, Reisen, Technologie",FDP
1560,36,männlich,Hamburg,konservativ,SPD,immer,Klima,FAZ,9,True,0.02,"Politik, Bildung, Klima",CDU
1561,63,weiblich,Bayern,konservativ,,nie,Klima,TikTok,1,True,0.96,"Bildung, Wirtschaft, Reisen",AfD
1562,71,männlich,Hamburg,zentristisch,CDU,immer,Migration,FAZ,6,True,0.67,"Essen, Politik, Bildung",FDP
1563,68,weiblich,Hessen,konservativ,Die Linke,immer,Klima,YouTube,6,True,0.42,"Essen, Musik, Reisen",CDU
1564,55,männlich,Hessen,zentristisch,SPD,immer,Gesundheit,FAZ,2,False,0.51,"Sport, Reisen, Technologie",FDP
1565,22,weiblich,Hessen,liberal,SPD,gelegentlich,Migration,Spiegel,10,False,0.08,"Wirtschaft, Reisen, Klima",Grüne
1566,64,männlich,Berlin,konservativ,FDP,immer,Migration,FAZ,5,True,0.61,"Technologie, Wirtschaft, Bildung",AfD
1567,37,weiblich,Hessen,konservativ,FDP,immer,Bildung,FAZ,5,True,0.87,"Wirtschaft, Klima, Sport",AfD
1568,74,männlich,Sachsen,konservativ,AfD,immer,Sicherheit,Tagesschau,8,True,0.45,"Politik, Reisen, Bildung",AfD
1569,68,weiblich,Sachsen,konservativ,CDU,gelegentlich,Migration,Facebook-Gruppen,0,True,0.91,"Musik, Essen, Klima",FDP
1570,46,weiblich,Hessen,liberal,CDU,immer,Bildung,Telegram,10,True,0.71,"Sport, Essen, Politik",SPD
1571,71,männlich,Bayern,konservativ,Die Linke,gelegentlich,Migration,Spiegel,5,True,0.43,"Essen, Reisen, Bildung",AfD
1572,48,männlich,Bayern,zentristisch,CDU,gelegentlich,Bildung,YouTube,1,True,0.53,"Technologie, Essen, Reisen",SPD
1573,27,weiblich,Bayern,zentristisch,,nie,Bildung,Telegram,2,False,0.16,"Klima, Essen, Bildung",CDU
1574,41,männlich,Sachsen,zentristisch,AfD,gelegentlich,Migration,TikTok,5,False,0.42,"Wirtschaft, Reisen, Musik",CDU
1575,42,männlich,Berlin,liberal,,nie,Gesundheit,FAZ,2,True,0.82,"Sport, Essen, Bildung",Grüne
1576,57,weiblich,Berlin,liberal,,nie,Bildung,Facebook-Gruppen,8,True,0.47,"Politik, Sport, Technologie",Grüne
1577,62,weiblich,Sachsen,liberal,SPD,immer,Gesundheit,Facebook-Gruppen,2,True,0.36,"Wirtschaft, Sport, Musik",SPD
1578,71,männlich,Bayern,konservativ,CDU,gelegentlich,Bildung,Spiegel,10,False,0.99,"Reisen, Essen, Wirtschaft",FDP
1579,64,weiblich,Hamburg,progressiv,SPD,immer,Klima,Tagesschau,7,True,0.81,"Politik, Sport, Wirtschaft",Grüne
1580,61,weiblich,Hamburg,progressiv,,nie,Klima,YouTube,0,True,0.29,"Bildung, Wirtschaft, Klima",Linke
1581,50,weiblich,Hessen,konservativ,,nie,Sicherheit,YouTube,9,True,0.77,"Politik, Bildung, Klima",AfD
1582,58,männlich,Bayern,liberal,SPD,gelegentlich,Sicherheit,Spiegel,2,True,0.4,"Bildung, Wirtschaft, Politik",FDP
1583,48,weiblich,Hessen,progressiv,Grüne,immer,Sicherheit,YouTube,7,False,0.53,"Klima, Politik, Wirtschaft",Grüne
1584,67,weiblich,Hessen,liberal,SPD,immer,Gesundheit,YouTube,2,False,0.73,"Sport, Essen, Technologie",FDP
1585,18,weiblich,Sachsen,zentristisch,,nie,Sicherheit,FAZ,4,False,0.11,"Technologie, Klima, Politik",CDU
1586,74,weiblich,Berlin,konservativ,SPD,immer,Klima,Tagesschau,0,False,0.32,"Politik, Essen, Bildung",AfD
1587,73,männlich,Sachsen,liberal,,nie,Klima,YouTube,4,False,0.3,"Bildung, Reisen, Wirtschaft",SPD
1588,20,weiblich,Sachsen,zentristisch,,nie,Gesundheit,Telegram,10,False,0.95,"Politik, Sport, Essen",CDU
1589,28,männlich,Hessen,liberal,FDP,gelegentlich,Bildung,FAZ,2,True,0.15,"Sport, Essen, Technologie",Grüne
1590,21,weiblich,Berlin,progressiv,CDU,immer,Bildung,Tagesschau,1,True,0.94,"Essen, Politik, Technologie",SPD
1591,55,männlich,Sachsen,liberal,SPD,immer,Gesundheit,TikTok,5,True,0.78,"Bildung, Musik, Klima",SPD
1592,73,männlich,Berlin,progressiv,,nie,Gesundheit,FAZ,0,False,0.16,"Klima, Bildung, Essen",SPD
1593,18,weiblich,NRW,progressiv,,nie,Klima,TikTok,2,False,0.95,"Technologie, Politik, Bildung",Grüne
1594,58,weiblich,Sachsen,konservativ,AfD,gelegentlich,Klima,TikTok,0,True,0.73,"Musik, Reisen, Bildung",AfD
1595,63,weiblich,Hamburg,progressiv,Die Linke,gelegentlich,Klima,Telegram,9,True,0.79,"Klima, Sport, Reisen",SPD
1596,30,weiblich,Hessen,zentristisch,,nie,Migration,Tagesschau,3,False,0.75,"Musik, Reisen, Sport",SPD
1597,71,männlich,Sachsen,progressiv,,nie,Bildung,Facebook-Gruppen,8,False,0.1,"Reisen, Wirtschaft, Essen",SPD
1598,69,männlich,Berlin,konservativ,,nie,Gesundheit,Tagesschau,1,True,0.09,"Politik, Bildung, Technologie",FDP
1599,39,männlich,Hamburg,progressiv,CDU,immer,Migration,Tagesschau,9,True,0.56,"Sport, Reisen, Technologie",Grüne
1600,22,weiblich,NRW,liberal,,nie,Steuern,Telegram,9,False,0.18,"Musik, Sport, Wirtschaft",Grüne
1601,25,männlich,NRW,zentristisch,,nie,Sicherheit,Tagesschau,0,True,0.82,"Bildung, Wirtschaft, Reisen",CDU
1602,72,weiblich,Hessen,zentristisch,CDU,gelegentlich,Klima,Telegram,7,False,0.13,"Musik, Bildung, Technologie",SPD
1603,72,weiblich,Sachsen,konservativ,CSU,immer,Klima,FAZ,8,True,0.66,"Reisen, Essen, Bildung",CDU
1604,39,weiblich,Hessen,liberal,SPD,immer,Steuern,Facebook-Gruppen,6,True,0.69,"Sport, Technologie, Wirtschaft",FDP
1605,66,weiblich,Berlin,konservativ,,nie,Klima,Spiegel,6,True,0.14,"Essen, Reisen, Musik",CDU
1606,69,weiblich,Berlin,progressiv,,nie,Steuern,Telegram,1,True,0.87,"Essen, Sport, Wirtschaft",Grüne
1607,43,weiblich,Hessen,zentristisch,SPD,immer,Bildung,Tagesschau,10,False,0.15,"Wirtschaft, Sport, Klima",FDP
1608,69,männlich,Sachsen,konservativ,,nie,Gesundheit,Telegram,3,False,0.82,"Sport, Politik, Bildung",FDP
1609,37,weiblich,NRW,zentristisch,CDU,gelegentlich,Sicherheit,YouTube,4,True,0.79,"Sport, Technologie, Politik",SPD
1610,27,weiblich,NRW,konservativ,CSU,immer,Klima,FAZ,10,True,0.39,"Reisen, Technologie, Politik",AfD
1611,71,männlich,Hessen,progressiv,FDP,gelegentlich,Steuern,TikTok,1,True,0.78,"Wirtschaft, Technologie, Bildung",Linke
1612,56,weiblich,Berlin,zentristisch,FDP,gelegentlich,Bildung,TikTok,6,True,0.61,"Essen, Sport, Politik",SPD
1613,18,weiblich,Hamburg,progressiv,AfD,immer,Klima,FAZ,8,False,0.25,"Bildung, Musik, Politik",Grüne
1614,75,männlich,Berlin,liberal,CDU,immer,Sicherheit,FAZ,0,True,0.22,"Essen, Sport, Klima",SPD
1615,22,männlich,Hessen,zentristisch,Grüne,immer,Sicherheit,Spiegel,6,False,0.2,"Klima, Essen, Musik",SPD
1616,68,männlich,Berlin,liberal,AfD,immer,Sicherheit,Telegram,4,True,0.17,"Politik, Technologie, Reisen",FDP
1617,23,weiblich,Sachsen,zentristisch,CDU,immer,Gesundheit,Tagesschau,10,True,0.43,"Musik, Reisen, Bildung",FDP
1618,31,weiblich,Berlin,zentristisch,Die Linke,immer,Sicherheit,Spiegel,2,False,0.17,"Politik, Sport, Wirtschaft",FDP
1619,49,weiblich,Bayern,zentristisch,,nie,Bildung,Facebook-Gruppen,2,True,0.07,"Essen, Technologie, Sport",CDU
1620,61,männlich,Sachsen,progressiv,SPD,immer,Sicherheit,Facebook-Gruppen,5,False,0.08,"Bildung, Sport, Reisen",Grüne
1621,70,weiblich,NRW,liberal,,nie,Bildung,TikTok,2,False,0.59,"Klima, Essen, Bildung",FDP
1622,68,männlich,NRW,progressiv,SPD,gelegentlich,Gesundheit,YouTube,3,True,0.67,"Technologie, Musik, Wirtschaft",Linke
1623,22,weiblich,Hamburg,progressiv,AfD,gelegentlich,Klima,FAZ,4,True,0.96,"Wirtschaft, Bildung, Musik",SPD
1624,69,weiblich,Bayern,zentristisch,,nie,Migration,FAZ,10,False,0.34,"Sport, Technologie, Musik",FDP
1625,65,männlich,Berlin,konservativ,Die Linke,immer,Migration,Telegram,2,False,0.14,"Reisen, Technologie, Essen",AfD
1626,66,weiblich,Hessen,liberal,Grüne,immer,Steuern,TikTok,2,False,0.85,"Sport, Klima, Bildung",FDP
1627,71,männlich,Sachsen,konservativ,,nie,Migration,Telegram,8,False,0.04,"Wirtschaft, Sport, Reisen",FDP
1628,35,weiblich,NRW,konservativ,,nie,Steuern,TikTok,1,True,0.47,"Reisen, Sport, Bildung",AfD
1629,75,weiblich,Bayern,konservativ,SPD,immer,Gesundheit,YouTube,5,True,0.21,"Technologie, Musik, Wirtschaft",AfD
1630,69,männlich,Bayern,zentristisch,CDU,gelegentlich,Bildung,FAZ,8,True,0.09,"Reisen, Technologie, Essen",CDU
1631,51,weiblich,NRW,konservativ,SPD,immer,Bildung,Spiegel,2,True,0.59,"Reisen, Essen, Sport",CDU
1632,73,weiblich,Hessen,zentristisch,CDU,immer,Sicherheit,Facebook-Gruppen,8,False,0.57,"Klima, Sport, Musik",SPD
1633,66,weiblich,Berlin,zentristisch,FDP,immer,Klima,Facebook-Gruppen,3,False,0.63,"Reisen, Sport, Musik",SPD
1634,21,weiblich,Berlin,konservativ,FDP,immer,Sicherheit,TikTok,7,False,0.69,"Musik, Technologie, Politik",AfD
1635,50,männlich,Berlin,zentristisch,FDP,immer,Bildung,Facebook-Gruppen,10,True,0.79,"Reisen, Bildung, Politik",CDU
1636,61,männlich,Berlin,konservativ,AfD,immer,Sicherheit,Spiegel,2,False,0.54,"Wirtschaft, Bildung, Klima",CDU
1637,48,weiblich,Sachsen,zentristisch,,nie,Sicherheit,Telegram,4,False,0.29,"Essen, Sport, Musik",CDU
1638,38,männlich,Hamburg,konservativ,,nie,Migration,YouTube,10,False,0.16,"Musik, Bildung, Technologie",FDP
1639,34,weiblich,Sachsen,konservativ,CDU,gelegentlich,Sicherheit,Telegram,4,True,0.72,"Bildung, Musik, Klima",AfD
1640,48,männlich,NRW,zentristisch,SPD,gelegentlich,Migration,TikTok,9,True,0.86,"Reisen, Klima, Bildung",SPD
1641,52,weiblich,Berlin,zentristisch,AfD,gelegentlich,Migration,Telegram,6,False,0.93,"Wirtschaft, Klima, Reisen",FDP
1642,65,männlich,Berlin,konservativ,AfD,immer,Migration,Telegram,5,True,0.28,"Technologie, Reisen, Wirtschaft",AfD
1643,34,weiblich,Bayern,konservativ,CDU,immer,Migration,YouTube,8,False,0.89,"Bildung, Musik, Essen",CDU
1644,33,weiblich,Bayern,zentristisch,,nie,Steuern,Telegram,8,True,0.17,"Technologie, Musik, Klima",FDP
1645,18,weiblich,Sachsen,zentristisch,AfD,immer,Bildung,Tagesschau,3,False,0.54,"Reisen, Technologie, Bildung",FDP
1646,61,weiblich,Sachsen,liberal,,nie,Klima,YouTube,1,False,0.65,"Essen, Sport, Bildung",SPD
1647,63,weiblich,Bayern,liberal,CDU,immer,Migration,Facebook-Gruppen,1,True,0.06,"Politik, Klima, Sport",FDP
1648,40,weiblich,Bayern,liberal,CDU,immer,Bildung,Tagesschau,6,True,0.48,"Klima, Sport, Reisen",Grüne
1649,21,weiblich,Bayern,zentristisch,CSU,immer,Gesundheit,FAZ,0,True,0.84,"Musik, Bildung, Technologie",SPD
1650,37,männlich,Bayern,liberal,,nie,Sicherheit,FAZ,1,True,0.87,"Bildung, Musik, Sport",FDP
1651,50,weiblich,Sachsen,liberal,CDU,immer,Bildung,FAZ,5,False,0.11,"Klima, Technologie, Musik",FDP
1652,21,männlich,Bayern,liberal,,nie,Sicherheit,Facebook-Gruppen,6,False,0.41,"Politik, Musik, Wirtschaft",SPD
1653,45,männlich,Sachsen,progressiv,SPD,gelegentlich,Sicherheit,FAZ,2,True,0.69,"Essen, Musik, Reisen",Linke
1654,60,männlich,Bayern,konservativ,,nie,Migration,YouTube,7,False,0.92,"Politik, Technologie, Essen",CDU
1655,59,weiblich,Hessen,progressiv,SPD,gelegentlich,Klima,TikTok,2,False,0.17,"Musik, Bildung, Technologie",SPD
1656,59,weiblich,Hamburg,liberal,CDU,gelegentlich,Sicherheit,Telegram,1,True,0.9,"Technologie, Essen, Bildung",Grüne
1657,18,männlich,Bayern,zentristisch,,nie,Gesundheit,Tagesschau,2,False,0.19,"Klima, Bildung, Reisen",CDU
1658,53,männlich,Sachsen,konservativ,CSU,immer,Steuern,Spiegel,5,True,0.88,"Sport, Politik, Musik",FDP
1659,38,männlich,Hessen,konservativ,CDU,immer,Steuern,YouTube,6,True,0.49,"Klima, Reisen, Bildung",FDP
1660,51,weiblich,Hamburg,konservativ,Grüne,immer,Bildung,Telegram,10,False,0.74,"Essen, Wirtschaft, Technologie",CDU
1661,28,männlich,Sachsen,liberal,FDP,immer,Bildung,FAZ,8,False,0.52,"Essen, Musik, Wirtschaft",SPD
1662,60,weiblich,NRW,zentristisch,SPD,gelegentlich,Gesundheit,Tagesschau,8,True,0.07,"Klima, Technologie, Wirtschaft",FDP
1663,72,männlich,Sachsen,zentristisch,Grüne,immer,Gesundheit,Facebook-Gruppen,2,False,0.37,"Sport, Wirtschaft, Klima",FDP
1664,36,männlich,Hessen,liberal,SPD,gelegentlich,Steuern,FAZ,10,True,0.93,"Bildung, Musik, Sport",FDP
1665,69,männlich,Hessen,progressiv,SPD,immer,Migration,TikTok,6,True,0.4,"Sport, Wirtschaft, Klima",SPD
1666,31,weiblich,Hamburg,liberal,AfD,immer,Gesundheit,Facebook-Gruppen,6,True,0.32,"Musik, Sport, Politik",SPD
1667,49,weiblich,Hamburg,konservativ,Die Linke,immer,Gesundheit,FAZ,0,False,0.56,"Technologie, Bildung, Essen",AfD
1668,50,männlich,Hessen,zentristisch,SPD,immer,Steuern,Spiegel,6,True,0.31,"Politik, Sport, Wirtschaft",FDP
1669,59,weiblich,Bayern,zentristisch,SPD,immer,Klima,YouTube,5,True,0.57,"Reisen, Wirtschaft, Klima",FDP
1670,48,männlich,Bayern,konservativ,CDU,gelegentlich,Gesundheit,Spiegel,8,False,0.76,"Klima, Wirtschaft, Musik",CDU
1671,57,männlich,NRW,zentristisch,CDU,immer,Bildung,TikTok,5,False,0.28,"Sport, Klima, Bildung",CDU
1672,18,männlich,Berlin,progressiv,AfD,immer,Sicherheit,Spiegel,6,True,0.41,"Essen, Wirtschaft, Musik",Grüne
1673,18,männlich,Bayern,konservativ,Grüne,immer,Gesundheit,Facebook-Gruppen,3,False,0.78,"Bildung, Sport, Musik",AfD
1674,56,weiblich,Hamburg,zentristisch,AfD,immer,Bildung,Facebook-Gruppen,7,True,0.6,"Sport, Bildung, Technologie",CDU
1675,69,weiblich,Bayern,progressiv,CSU,immer,Sicherheit,TikTok,7,True,0.29,"Musik, Essen, Reisen",Linke
1676,39,männlich,Berlin,konservativ,,nie,Sicherheit,Facebook-Gruppen,4,True,0.34,"Reisen, Essen, Musik",CDU
1677,50,männlich,Bayern,konservativ,SPD,immer,Bildung,Spiegel,9,True,0.19,"Sport, Reisen, Technologie",FDP
1678,46,weiblich,Bayern,liberal,Grüne,gelegentlich,Sicherheit,YouTube,8,True,0.9,"Politik, Reisen, Bildung",SPD
1679,55,weiblich,NRW,progressiv,,nie,Sicherheit,Facebook-Gruppen,7,False,0.02,"Wirtschaft, Reisen, Politik",Grüne
1680,33,weiblich,Sachsen,progressiv,,nie,Gesundheit,YouTube,2,False,0.58,"Bildung, Wirtschaft, Reisen",Linke
1681,54,weiblich,NRW,liberal,,nie,Gesundheit,Tagesschau,5,True,0.54,"Klima, Technologie, Essen",SPD
1682,35,weiblich,NRW,progressiv,AfD,immer,Migration,Tagesschau,6,True,0.92,"Essen, Musik, Wirtschaft",SPD
1683,25,männlich,NRW,liberal,SPD,gelegentlich,Bildung,Facebook-Gruppen,7,True,0.16,"Klima, Sport, Politik",FDP
1684,59,männlich,Hessen,zentristisch,,nie,Migration,FAZ,0,True,0.71,"Wirtschaft, Klima, Sport",SPD
1685,41,männlich,Hessen,liberal,CDU,gelegentlich,Sicherheit,Facebook-Gruppen,10,False,0.66,"Bildung, Musik, Klima",FDP
1686,32,männlich,Sachsen,liberal,SPD,immer,Bildung,Facebook-Gruppen,7,False,0.97,"Klima, Musik, Reisen",SPD
1687,37,männlich,NRW,zentristisch,SPD,immer,Klima,Tagesschau,9,True,0.96,"Musik, Sport, Reisen",CDU
1688,61,weiblich,Hessen,liberal,FDP,immer,Steuern,YouTube,2,True,0.32,"Technologie, Bildung, Musik",Grüne
1689,25,männlich,Berlin,liberal,SPD,immer,Steuern,Facebook-Gruppen,1,True,0.3,"Bildung, Musik, Wirtschaft",FDP
1690,27,männlich,Hamburg,liberal,,nie,Bildung,FAZ,3,False,0.28,"Politik, Wirtschaft, Technologie",SPD
1691,60,männlich,NRW,zentristisch,FDP,gelegentlich,Gesundheit,TikTok,10,False,0.09,"Essen, Klima, Wirtschaft",SPD
1692,25,weiblich,NRW,liberal,,nie,Migration,Spiegel,3,False,0.13,"Politik, Bildung, Technologie",Grüne
1693,21,weiblich,Berlin,progressiv,,nie,Sicherheit,YouTube,3,True,0.19,"Musik, Technologie, Reisen",SPD
1694,27,weiblich,Bayern,progressiv,CSU,immer,Klima,FAZ,3,False,0.2,"Technologie, Reisen, Essen",SPD
1695,28,weiblich,Hamburg,progressiv,,nie,Gesundheit,Telegram,3,False,0.15,"Sport, Bildung, Technologie",Linke
1696,35,männlich,Sachsen,zentristisch,,nie,Bildung,FAZ,8,True,0.2,"Essen, Bildung, Politik",SPD
1697,67,männlich,Hamburg,zentristisch,,nie,Bildung,Spiegel,0,True,0.14,"Sport, Technologie, Bildung",FDP
1698,47,männlich,Bayern,liberal,Die Linke,immer,Migration,Tagesschau,10,False,0.21,"Bildung, Sport, Klima",Grüne
1699,19,weiblich,Hamburg,konservativ,SPD,gelegentlich,Sicherheit,Telegram,3,False,0.18,"Wirtschaft, Bildung, Reisen",FDP
1700,51,weiblich,Berlin,liberal,,nie,Migration,Facebook-Gruppen,4,False,0.26,"Essen, Bildung, Reisen",Grüne
1701,64,männlich,Berlin,konservativ,FDP,gelegentlich,Bildung,YouTube,0,True,0.48,"Klima, Essen, Politik",AfD
1702,58,weiblich,Hessen,konservativ,FDP,immer,Steuern,Telegram,3,False,0.21,"Reisen, Essen, Sport",AfD
1703,42,männlich,Berlin,progressiv,SPD,gelegentlich,Klima,Facebook-Gruppen,8,True,0.91,"Wirtschaft, Klima, Reisen",Grüne
1704,57,weiblich,Sachsen,konservativ,AfD,gelegentlich,Migration,TikTok,0,True,0.14,"Sport, Wirtschaft, Technologie",CDU
1705,71,weiblich,Hessen,zentristisch,SPD,immer,Migration,FAZ,4,False,0.3,"Technologie, Politik, Reisen",CDU
1706,63,männlich,NRW,liberal,,nie,Klima,TikTok,3,False,0.17,"Bildung, Klima, Technologie",SPD
1707,35,männlich,Sachsen,zentristisch,,nie,Migration,FAZ,10,True,0.36,"Bildung, Politik, Reisen",CDU
1708,70,weiblich,Hessen,progressiv,,nie,Sicherheit,Facebook-Gruppen,0,True,0.57,"Bildung, Sport, Klima",SPD
1709,48,weiblich,Hamburg,konservativ,CSU,immer,Gesundheit,FAZ,6,False,0.28,"Wirtschaft, Reisen, Politik",CDU
1710,22,männlich,Hessen,zentristisch,,nie,Migration,TikTok,8,False,0.93,"Essen, Klima, Reisen",FDP
1711,75,weiblich,Sachsen,liberal,,nie,Steuern,TikTok,6,True,0.21,"Politik, Musik, Technologie",SPD
1712,41,weiblich,Hessen,progressiv,,nie,Steuern,YouTube,6,True,0.01,"Technologie, Politik, Reisen",Grüne
1713,19,weiblich,NRW,konservativ,CDU,immer,Sicherheit,Facebook-Gruppen,10,True,0.8,"Sport, Technologie, Bildung",AfD
1714,62,weiblich,Hamburg,konservativ,,nie,Migration,Telegram,8,False,0.41,"Sport, Klima, Essen",AfD
1715,26,männlich,NRW,progressiv,Die Linke,gelegentlich,Klima,Spiegel,7,False,0.2,"Musik, Bildung, Klima",SPD
1716,63,männlich,NRW,konservativ,,nie,Bildung,YouTube,10,True,0.02,"Klima, Wirtschaft, Musik",CDU
1717,37,männlich,Bayern,konservativ,Grüne,immer,Gesundheit,Facebook-Gruppen,6,True,0.62,"Technologie, Essen, Klima",CDU
1718,73,männlich,Berlin,liberal,,nie,Klima,Tagesschau,10,False,0.74,"Essen, Politik, Musik",Grüne
1719,54,männlich,Sachsen,konservativ,,nie,Bildung,TikTok,9,True,0.53,"Politik, Reisen, Bildung",AfD
1720,67,weiblich,Berlin,konservativ,Die Linke,gelegentlich,Klima,TikTok,7,False,0.15,"Musik, Reisen, Klima",FDP
1721,54,männlich,Sachsen,konservativ,,nie,Steuern,Tagesschau,8,False,0.14,"Bildung, Klima, Wirtschaft",FDP
1722,24,weiblich,Sachsen,zentristisch,,nie,Klima,Telegram,0,False,0.32,"Technologie, Reisen, Wirtschaft",SPD
1723,68,männlich,Sachsen,zentristisch,CDU,gelegentlich,Migration,Facebook-Gruppen,8,False,0.48,"Politik, Bildung, Essen",FDP
1724,54,männlich,Sachsen,konservativ,Die Linke,gelegentlich,Klima,Telegram,2,True,0.75,"Reisen, Politik, Wirtschaft",FDP
1725,18,weiblich,Hessen,progressiv,,nie,Klima,TikTok,2,False,0.22,"Reisen, Bildung, Musik",Linke
1726,45,weiblich,NRW,konservativ,FDP,gelegentlich,Migration,Tagesschau,1,True,0.58,"Klima, Technologie, Wirtschaft",CDU
1727,47,männlich,Hessen,liberal,CDU,immer,Migration,Facebook-Gruppen,9,True,0.05,"Wirtschaft, Bildung, Politik",SPD
1728,19,weiblich,Bayern,zentristisch,SPD,immer,Klima,FAZ,2,True,0.46,"Sport, Wirtschaft, Essen",FDP
1729,48,weiblich,Sachsen,liberal,AfD,immer,Steuern,FAZ,1,True,0.24,"Politik, Reisen, Klima",Grüne
1730,63,weiblich,Sachsen,liberal,SPD,gelegentlich,Migration,YouTube,8,True,0.29,"Technologie, Bildung, Reisen",Grüne
1731,42,weiblich,Bayern,konservativ,FDP,immer,Klima,YouTube,2,True,0.02,"Politik, Reisen, Essen",AfD
1732,34,weiblich,Berlin,liberal,SPD,immer,Gesundheit,Facebook-Gruppen,8,False,0.24,"Sport, Politik, Technologie",SPD
1733,44,männlich,NRW,konservativ,FDP,gelegentlich,Klima,FAZ,9,False,0.35,"Politik, Sport, Klima",CDU
1734,62,weiblich,Sachsen,progressiv,,nie,Migration,Tagesschau,5,True,0.94,"Sport, Bildung, Technologie",Grüne
1735,41,weiblich,Hamburg,liberal,CSU,immer,Steuern,Facebook-Gruppen,0,False,0.53,"Musik, Politik, Technologie",FDP
1736,74,männlich,Bayern,zentristisch,SPD,gelegentlich,Steuern,TikTok,4,True,0.2,"Sport, Musik, Politik",CDU
1737,46,weiblich,Sachsen,zentristisch,,nie,Klima,Telegram,4,True,0.67,"Sport, Technologie, Klima",FDP
